"PHT06S51.SPC"
WL/nm,Abs
900.0,0.139
899.5,0.139
899.0,0.139
898.5,0.139
898.0,0.139
897.5,0.139
897.0,0.139
896.5,0.139
896.0,0.139
895.5,0.139
895.0,0.139
894.5,0.139
894.0,0.139
893.5,0.139
893.0,0.139
892.5,0.138
892.0,0.138
891.5,0.138
891.0,0.138
890.5,0.138
890.0,0.137
889.5,0.137
889.0,0.137
888.5,0.137
888.0,0.137
887.5,0.138
887.0,0.138
886.5,0.139
886.0,0.139
885.5,0.139
885.0,0.140
884.5,0.140
884.0,0.140
883.5,0.141
883.0,0.141
882.5,0.141
882.0,0.141
881.5,0.142
881.0,0.142
880.5,0.142
880.0,0.142
879.5,0.142
879.0,0.143
878.5,0.143
878.0,0.143
877.5,0.143
877.0,0.143
876.5,0.143
876.0,0.143
875.5,0.143
875.0,0.143
874.5,0.143
874.0,0.142
873.5,0.142
873.0,0.142
872.5,0.142
872.0,0.141
871.5,0.141
871.0,0.140
870.5,0.140
870.0,0.140
869.5,0.140
869.0,0.139
868.5,0.139
868.0,0.139
867.5,0.139
867.0,0.138
866.5,0.138
866.0,0.138
865.5,0.138
865.0,0.137
864.5,0.137
864.0,0.137
863.5,0.137
863.0,0.137
862.5,0.137
862.0,0.137
861.5,0.137
861.0,0.136
860.5,0.136
860.0,0.136
859.5,0.136
859.0,0.136
858.5,0.136
858.0,0.136
857.5,0.136
857.0,0.136
856.5,0.136
856.0,0.136
855.5,0.136
855.0,0.136
854.5,0.136
854.0,0.135
853.5,0.135
853.0,0.135
852.5,0.136
852.0,0.136
851.5,0.136
851.0,0.135
850.5,0.135
850.0,0.136
849.5,0.135
849.0,0.135
848.5,0.135
848.0,0.135
847.5,0.135
847.0,0.135
846.5,0.135
846.0,0.135
845.5,0.135
845.0,0.136
844.5,0.136
844.0,0.135
843.5,0.135
843.0,0.136
842.5,0.135
842.0,0.135
841.5,0.135
841.0,0.135
840.5,0.135
840.0,0.136
839.5,0.135
839.0,0.135
838.5,0.135
838.0,0.135
837.5,0.135
837.0,0.135
836.5,0.135
836.0,0.135
835.5,0.135
835.0,0.135
834.5,0.135
834.0,0.135
833.5,0.135
833.0,0.135
832.5,0.135
832.0,0.135
831.5,0.135
831.0,0.135
830.5,0.134
830.0,0.134
829.5,0.134
829.0,0.134
828.5,0.134
