"PHT07S23.SPC"
WL/nm,Abs
900.0,0.134
899.5,0.134
899.0,0.134
898.5,0.134
898.0,0.134
897.5,0.134
897.0,0.134
896.5,0.134
896.0,0.134
895.5,0.134
895.0,0.134
894.5,0.134
894.0,0.134
893.5,0.134
893.0,0.134
892.5,0.134
892.0,0.134
891.5,0.133
891.0,0.133
890.5,0.133
890.0,0.133
889.5,0.132
889.0,0.132
888.5,0.132
888.0,0.133
887.5,0.133
887.0,0.134
886.5,0.134
886.0,0.134
885.5,0.135
885.0,0.135
884.5,0.136
884.0,0.136
883.5,0.136
883.0,0.137
882.5,0.137
882.0,0.137
881.5,0.137
881.0,0.138
880.5,0.138
880.0,0.138
879.5,0.138
879.0,0.139
878.5,0.139
878.0,0.139
877.5,0.139
877.0,0.139
876.5,0.139
876.0,0.139
875.5,0.139
875.0,0.139
874.5,0.139
874.0,0.139
873.5,0.138
873.0,0.138
872.5,0.138
872.0,0.137
871.5,0.137
871.0,0.137
870.5,0.136
870.0,0.136
869.5,0.136
869.0,0.135
868.5,0.135
868.0,0.135
867.5,0.135
867.0,0.134
866.5,0.134
866.0,0.134
865.5,0.134
865.0,0.134
864.5,0.133
864.0,0.133
863.5,0.133
863.0,0.133
862.5,0.133
862.0,0.133
861.5,0.133
861.0,0.133
860.5,0.133
860.0,0.133
859.5,0.132
859.0,0.132
858.5,0.132
858.0,0.132
857.5,0.132
857.0,0.132
856.5,0.132
856.0,0.132
855.5,0.132
855.0,0.132
854.5,0.132
854.0,0.132
853.5,0.132
853.0,0.132
852.5,0.132
852.0,0.132
851.5,0.132
851.0,0.132
850.5,0.132
850.0,0.132
849.5,0.132
849.0,0.132
848.5,0.132
848.0,0.132
847.5,0.132
847.0,0.132
846.5,0.132
846.0,0.132
845.5,0.132
845.0,0.132
844.5,0.132
844.0,0.132
843.5,0.132
843.0,0.132
842.5,0.132
842.0,0.132
841.5,0.133
841.0,0.133
840.5,0.133
840.0,0.133
839.5,0.133
839.0,0.133
838.5,0.133
838.0,0.133
837.5,0.133
837.0,0.133
836.5,0.133
836.0,0.133
835.5,0.133
835.0,0.133
834.5,0.133
834.0,0.133
833.5,0.133
833.0,0.133
832.5,0.132
832.0,0.132
831.5,0.132
831.0,0.132
830.5,0.132
830.0,0.132
829.5,0.132
829.0,0.132
828.5,0.131
828.0,0.131
827.5,0.131
827.0,0.131
826.5,0.131
826.0,0.131
825.5,0.131
825.0,0.131
824.5,0.130
824.0,0.130
823.5,0.130
823.0,0.130
822.5,0.130
822.0,0.130
821.5,0.130
821.0,0.130
820.5,0.130
820.0,0.130
819.5,0.130
819.0,0.131
818.5,0.131
818.0,0.131
817.5,0.131
817.0,0.131
816.5,0.131
816.0,0.131
815.5,0.131
815.0,0.131
814.5,0.131
814.0,0.131
813.5,0.131
813.0,0.131
812.5,0.131
812.0,0.132
811.5,0.132
811.0,0.132
810.5,0.132
810.0,0.132
809.5,0.132
809.0,0.132
808.5,0.132
808.0,0.132
807.5,0.133
807.0,0.133
806.5,0.133
806.0,0.133
805.5,0.133
805.0,0.133
804.5,0.133
804.0,0.133
803.5,0.134
803.0,0.134
802.5,0.134
802.0,0.134
801.5,0.134
801.0,0.134
800.5,0.135
800.0,0.135
799.5,0.135
799.0,0.135
798.5,0.135
798.0,0.135
797.5,0.136
797.0,0.136
796.5,0.136
796.0,0.136
795.5,0.136
795.0,0.136
794.5,0.137
794.0,0.137
793.5,0.137
793.0,0.137
792.5,0.137
792.0,0.138
791.5,0.138
791.0,0.138
790.5,0.138
790.0,0.138
789.5,0.138
789.0,0.139
788.5,0.139
788.0,0.139
787.5,0.139
787.0,0.139
786.5,0.140
786.0,0.140
785.5,0.140
785.0,0.140
784.5,0.140
784.0,0.141
783.5,0.141
783.0,0.141
782.5,0.141
782.0,0.141
781.5,0.142
781.0,0.142
780.5,0.142
780.0,0.142
779.5,0.142
779.0,0.143
778.5,0.143
778.0,0.143
777.5,0.143
777.0,0.143
776.5,0.144
776.0,0.144
775.5,0.144
775.0,0.144
774.5,0.144
774.0,0.145
773.5,0.145
773.0,0.145
772.5,0.145
772.0,0.145
771.5,0.146
771.0,0.146
770.5,0.146
770.0,0.146
769.5,0.147
769.0,0.147
768.5,0.147
768.0,0.147
767.5,0.147
767.0,0.148
766.5,0.148
766.0,0.148
765.5,0.148
765.0,0.148
764.5,0.149
764.0,0.149
763.5,0.149
763.0,0.149
762.5,0.150
762.0,0.150
761.5,0.150
761.0,0.150
760.5,0.150
760.0,0.150
759.5,0.151
759.0,0.152
758.5,0.152
758.0,0.152
757.5,0.153
757.0,0.153
756.5,0.153
756.0,0.153
