"PHT06S11.SPC"
WL/nm,Abs
900.0,0.132
899.5,0.131
899.0,0.131
898.5,0.131
898.0,0.131
897.5,0.131
897.0,0.131
896.5,0.131
896.0,0.131
895.5,0.132
895.0,0.132
894.5,0.132
894.0,0.132
893.5,0.132
893.0,0.131
892.5,0.131
892.0,0.131
891.5,0.131
891.0,0.131
890.5,0.130
890.0,0.130
889.5,0.130
889.0,0.130
888.5,0.130
888.0,0.130
887.5,0.130
887.0,0.131
886.5,0.131
886.0,0.132
885.5,0.132
885.0,0.132
884.5,0.133
884.0,0.133
883.5,0.133
883.0,0.134
882.5,0.134
882.0,0.134
881.5,0.134
881.0,0.135
880.5,0.135
880.0,0.135
879.5,0.135
879.0,0.136
878.5,0.136
878.0,0.136
877.5,0.136
877.0,0.136
876.5,0.136
876.0,0.136
875.5,0.136
875.0,0.136
874.5,0.136
874.0,0.136
873.5,0.136
873.0,0.135
872.5,0.135
872.0,0.135
871.5,0.134
871.0,0.134
870.5,0.134
870.0,0.133
869.5,0.133
869.0,0.133
868.5,0.132
868.0,0.132
867.5,0.132
867.0,0.132
866.5,0.132
866.0,0.131
865.5,0.131
865.0,0.131
864.5,0.131
864.0,0.131
863.5,0.130
863.0,0.130
862.5,0.130
862.0,0.130
861.5,0.130
861.0,0.130
860.5,0.130
860.0,0.130
859.5,0.130
859.0,0.130
858.5,0.130
858.0,0.130
857.5,0.130
857.0,0.130
856.5,0.130
856.0,0.130
855.5,0.130
855.0,0.130
854.5,0.130
854.0,0.130
853.5,0.130
853.0,0.130
852.5,0.130
852.0,0.130
851.5,0.130
851.0,0.130
850.5,0.130
850.0,0.130
849.5,0.130
849.0,0.130
848.5,0.130
848.0,0.130
847.5,0.130
847.0,0.130
846.5,0.130
846.0,0.130
845.5,0.130
845.0,0.130
844.5,0.130
844.0,0.130
843.5,0.130
843.0,0.130
842.5,0.130
842.0,0.130
841.5,0.130
841.0,0.130
840.5,0.130
840.0,0.130
839.5,0.130
839.0,0.130
838.5,0.130
838.0,0.130
837.5,0.130
837.0,0.130
836.5,0.130
836.0,0.130
835.5,0.130
835.0,0.130
834.5,0.131
834.0,0.131
833.5,0.130
833.0,0.130
832.5,0.130
832.0,0.130
831.5,0.130
831.0,0.130
830.5,0.130
830.0,0.130
829.5,0.130
829.0,0.130
828.5,0.129
828.0,0.129
827.5,0.129
827.0,0.129
826.5,0.129
826.0,0.129
825.5,0.129
825.0,0.128
824.5,0.128
824.0,0.128
823.5,0.128
823.0,0.128
822.5,0.128
822.0,0.128
821.5,0.128
821.0,0.128
820.5,0.128
820.0,0.129
819.5,0.129
819.0,0.129
818.5,0.129
818.0,0.129
817.5,0.129
817.0,0.129
816.5,0.129
816.0,0.129
815.5,0.129
815.0,0.129
814.5,0.129
814.0,0.129
813.5,0.130
813.0,0.130
812.5,0.130
812.0,0.130
811.5,0.130
811.0,0.130
810.5,0.130
810.0,0.130
809.5,0.131
809.0,0.131
808.5,0.131
808.0,0.131
807.5,0.131
807.0,0.131
806.5,0.131
806.0,0.131
805.5,0.132
805.0,0.132
804.5,0.132
804.0,0.132
803.5,0.132
803.0,0.132
802.5,0.132
802.0,0.133
801.5,0.133
801.0,0.133
800.5,0.133
800.0,0.133
799.5,0.133
799.0,0.134
798.5,0.134
798.0,0.134
797.5,0.134
797.0,0.134
796.5,0.135
796.0,0.135
795.5,0.135
795.0,0.135
794.5,0.135
794.0,0.135
793.5,0.136
793.0,0.136
792.5,0.136
792.0,0.136
791.5,0.137
791.0,0.137
790.5,0.137
790.0,0.137
789.5,0.137
789.0,0.138
788.5,0.138
788.0,0.138
787.5,0.138
787.0,0.138
786.5,0.139
786.0,0.139
785.5,0.139
785.0,0.139
784.5,0.139
784.0,0.140
783.5,0.140
783.0,0.140
782.5,0.140
782.0,0.140
781.5,0.141
781.0,0.141
780.5,0.141
780.0,0.141
779.5,0.142
779.0,0.142
778.5,0.142
778.0,0.142
777.5,0.143
777.0,0.143
776.5,0.143
776.0,0.143
775.5,0.144
775.0,0.144
774.5,0.144
774.0,0.144
773.5,0.144
773.0,0.145
772.5,0.145
772.0,0.145
771.5,0.145
771.0,0.146
770.5,0.146
770.0,0.146
769.5,0.146
769.0,0.146
768.5,0.147
768.0,0.147
767.5,0.147
767.0,0.148
766.5,0.148
766.0,0.148
765.5,0.148
765.0,0.149
764.5,0.149
764.0,0.149
763.5,0.150
763.0,0.150
762.5,0.150
762.0,0.151
761.5,0.151
761.0,0.151
760.5,0.151
760.0,0.151
759.5,0.152
759.0,0.153
758.5,0.153
758.0,0.153
757.5,0.154
757.0,0.154
756.5,0.154
756.0,0.155
755.5,0.155
755.0,0.155
754.5,0.156
754.0,0.156
753.5,0.156
753.0,0.157
752.5,0.157
752.0,0.158
751.5,0.158
751.0,0.159
750.5,0.159
750.0,0.159
749.5,0.160
749.0,0.160
748.5,0.161
748.0,0.161
747.5,0.162
747.0,0.162
746.5,0.163
746.0,0.163
745.5,0.164
745.0,0.164
744.5,0.165
744.0,0.165
743.5,0.166
743.0,0.167
742.5,0.167
742.0,0.168
741.5,0.169
741.0,0.169
740.5,0.170
740.0,0.170
739.5,0.171
739.0,0.172
738.5,0.173
738.0,0.173
737.5,0.174
737.0,0.175
736.5,0.176
736.0,0.176
735.5,0.177
735.0,0.178
734.5,0.179
734.0,0.180
733.5,0.180
733.0,0.181
732.5,0.182
732.0,0.183
731.5,0.184
731.0,0.185
730.5,0.186
730.0,0.187
729.5,0.188
729.0,0.189
728.5,0.190
728.0,0.191
727.5,0.193
727.0,0.194
726.5,0.196
726.0,0.197
725.5,0.199
725.0,0.200
724.5,0.202
724.0,0.204
723.5,0.205
723.0,0.207
722.5,0.209
722.0,0.211
721.5,0.213
721.0,0.215
720.5,0.218
720.0,0.220
719.5,0.222
719.0,0.225
718.5,0.227
718.0,0.230
717.5,0.233
717.0,0.236
716.5,0.239
716.0,0.242
715.5,0.245
715.0,0.248
714.5,0.252
714.0,0.255
713.5,0.259
713.0,0.263
712.5,0.267
712.0,0.271
711.5,0.275
711.0,0.279
710.5,0.284
710.0,0.289
709.5,0.294
709.0,0.299
708.5,0.304
708.0,0.310
707.5,0.316
707.0,0.322
706.5,0.329
706.0,0.335
705.5,0.341
705.0,0.348
704.5,0.355
704.0,0.363
703.5,0.370
703.0,0.378
702.5,0.386
702.0,0.394
701.5,0.403
701.0,0.411
700.5,0.421
700.0,0.431
699.5,0.440
699.0,0.451
698.5,0.462
698.0,0.473
697.5,0.485
697.0,0.497
696.5,0.509
696.0,0.521
695.5,0.535
695.0,0.548
694.5,0.562
694.0,0.576
693.5,0.591
693.0,0.606
692.5,0.622
692.0,0.637
691.5,0.654
691.0,0.672
690.5,0.690
690.0,0.709
689.5,0.729
689.0,0.749
688.5,0.769
688.0,0.790
687.5,0.813
687.0,0.835
686.5,0.859
686.0,0.884
685.5,0.910
685.0,0.936
684.5,0.962
684.0,0.989
683.5,1.017
683.0,1.045
682.5,1.074
682.0,1.104
681.5,1.135
681.0,1.168
680.5,1.201
680.0,1.235
679.5,1.269
679.0,1.305
678.5,1.341
678.0,1.379
677.5,1.417
677.0,1.455
676.5,1.493
676.0,1.531
675.5,1.570
675.0,1.609
674.5,1.650
674.0,1.691
673.5,1.732
673.0,1.774
672.5,1.816
672.0,1.858
671.5,1.902
671.0,1.946
670.5,1.988
670.0,2.030
669.5,2.069
669.0,2.109
668.5,2.146
668.0,2.182
667.5,2.216
667.0,2.247
666.5,2.277
666.0,2.304
665.5,2.329
665.0,2.351
664.5,2.371
664.0,2.389
663.5,2.405
663.0,2.418
662.5,2.430
662.0,2.441
661.5,2.451
661.0,2.458
660.5,2.465
660.0,2.471
659.5,2.476
659.0,2.480
658.5,2.484
658.0,2.487
657.5,2.489
657.0,2.491
656.5,2.493
656.0,2.494
655.5,2.496
655.0,2.496
654.5,2.497
654.0,2.498
653.5,2.499
653.0,2.499
652.5,2.499
652.0,2.500
651.5,2.500
651.0,2.500
650.5,2.486
650.0,2.461
649.5,2.438
649.0,2.438
648.5,2.437
648.0,2.435
647.5,2.434
647.0,2.432
646.5,2.429
646.0,2.426
645.5,2.422
645.0,2.418
644.5,2.413
644.0,2.407
643.5,2.401
643.0,2.395
642.5,2.388
642.0,2.382
641.5,2.375
641.0,2.368
640.5,2.362
640.0,2.356
639.5,2.350
639.0,2.345
638.5,2.340
638.0,2.336
637.5,2.334
637.0,2.332
636.5,2.331
636.0,2.330
635.5,2.330
635.0,2.332
634.5,2.333
634.0,2.335
633.5,2.336
633.0,2.339
632.5,2.341
632.0,2.343
631.5,2.345
631.0,2.346
630.5,2.348
630.0,2.349
629.5,2.349
629.0,2.349
628.5,2.350
628.0,2.350
627.5,2.350
627.0,2.350
626.5,2.349
626.0,2.349
625.5,2.348
625.0,2.347
624.5,2.347
624.0,2.346
623.5,2.345
623.0,2.345
622.5,2.344
622.0,2.343
621.5,2.343
621.0,2.342
620.5,2.341
620.0,2.341
619.5,2.340
619.0,2.339
618.5,2.338
618.0,2.337
617.5,2.336
617.0,2.335
616.5,2.334
616.0,2.333
615.5,2.332
615.0,2.332
614.5,2.331
614.0,2.330
613.5,2.329
613.0,2.328
612.5,2.327
612.0,2.326
611.5,2.325
611.0,2.323
610.5,2.322
610.0,2.321
609.5,2.320
609.0,2.319
608.5,2.318
608.0,2.317
607.5,2.316
607.0,2.315
606.5,2.314
606.0,2.313
605.5,2.312
605.0,2.310
604.5,2.309
604.0,2.308
603.5,2.307
603.0,2.306
602.5,2.305
602.0,2.303
601.5,2.302
601.0,2.301
600.5,2.300
600.0,2.299
599.5,2.297
599.0,2.296
598.5,2.295
598.0,2.294
597.5,2.293
597.0,2.291
596.5,2.290
596.0,2.289
595.5,2.288
595.0,2.286
594.5,2.285
594.0,2.283
593.5,2.282
593.0,2.281
592.5,2.280
592.0,2.279
591.5,2.277
591.0,2.276
590.5,2.274
590.0,2.273
589.5,2.272
589.0,2.271
588.5,2.269
588.0,2.268
587.5,2.266
587.0,2.265
586.5,2.264
586.0,2.262
585.5,2.261
585.0,2.260
584.5,2.259
584.0,2.257
583.5,2.255
583.0,2.254
582.5,2.253
582.0,2.251
581.5,2.250
581.0,2.248
580.5,2.247
580.0,2.246
579.5,2.244
579.0,2.243
578.5,2.241
578.0,2.240
577.5,2.238
577.0,2.237
576.5,2.235
576.0,2.234
575.5,2.232
575.0,2.230
574.5,2.229
574.0,2.227
573.5,2.226
573.0,2.224
572.5,2.223
572.0,2.221
571.5,2.220
571.0,2.218
570.5,2.216
570.0,2.215
569.5,2.214
569.0,2.212
568.5,2.210
568.0,2.209
567.5,2.207
567.0,2.205
566.5,2.203
566.0,2.201
565.5,2.200
565.0,2.199
564.5,2.197
564.0,2.196
563.5,2.194
563.0,2.193
562.5,2.191
562.0,2.189
561.5,2.187
561.0,2.185
560.5,2.184
560.0,2.182
559.5,2.180
559.0,2.178
558.5,2.177
558.0,2.175
557.5,2.173
557.0,2.171
556.5,2.170
556.0,2.168
555.5,2.166
555.0,2.164
554.5,2.163
554.0,2.161
553.5,2.159
553.0,2.157
552.5,2.155
552.0,2.153
551.5,2.152
551.0,2.150
550.5,2.148
550.0,2.146
549.5,2.144
549.0,2.141
548.5,2.139
548.0,2.136
547.5,2.135
547.0,2.132
546.5,2.130
546.0,2.128
545.5,2.125
545.0,2.123
544.5,2.120
544.0,2.118
543.5,2.115
543.0,2.112
542.5,2.110
542.0,2.107
541.5,2.103
541.0,2.101
540.5,2.097
540.0,2.094
539.5,2.091
539.0,2.087
538.5,2.083
538.0,2.079
537.5,2.075
537.0,2.071
536.5,2.234
536.0,2.651
535.5,3.070
535.0,3.119
534.5,3.115
534.0,3.114
533.5,3.115
533.0,3.114
532.5,3.113
532.0,3.109
531.5,3.109
531.0,3.111
530.5,3.107
530.0,3.104
529.5,3.108
529.0,3.137
528.5,3.162
528.0,3.168
527.5,3.174
527.0,3.170
526.5,3.167
526.0,3.161
525.5,3.165
525.0,3.165
524.5,3.167
524.0,3.167
523.5,3.168
523.0,3.168
522.5,3.168
522.0,3.166
521.5,3.166
521.0,3.164
520.5,3.161
520.0,3.162
519.5,3.158
519.0,3.162
518.5,3.160
518.0,3.164
517.5,3.164
517.0,3.159
516.5,3.162
516.0,3.155
515.5,3.156
515.0,3.155
514.5,3.157
514.0,3.158
513.5,3.159
513.0,3.158
512.5,3.160
512.0,3.160
511.5,3.165
511.0,3.163
510.5,3.161
510.0,3.157
509.5,3.159
509.0,3.160
508.5,3.160
508.0,3.164
507.5,3.160
507.0,3.164
506.5,3.163
506.0,3.160
505.5,3.161
505.0,3.161
504.5,3.162
504.0,3.159
503.5,3.159
503.0,3.167
502.5,3.169
502.0,3.168
501.5,3.168
501.0,3.168
500.5,3.165
500.0,3.161
499.5,3.161
499.0,3.159
498.5,3.157
498.0,3.156
497.5,3.151
497.0,3.156
496.5,3.156
496.0,3.156
495.5,3.154
495.0,3.155
494.5,3.154
494.0,3.150
493.5,3.148
493.0,3.148
492.5,3.150
492.0,3.155
491.5,3.153
491.0,3.155
490.5,3.150
490.0,3.152
489.5,3.150
489.0,3.146
488.5,3.154
488.0,3.157
487.5,3.151
487.0,3.146
486.5,3.147
486.0,3.147
485.5,3.144
485.0,3.142
484.5,3.144
484.0,3.147
483.5,3.142
483.0,3.139
482.5,3.139
482.0,3.138
481.5,3.131
481.0,3.132
480.5,3.127
480.0,3.127
479.5,3.128
479.0,3.129
478.5,3.125
478.0,3.122
477.5,3.124
477.0,3.120
476.5,3.111
476.0,3.114
475.5,3.120
475.0,3.122
474.5,3.116
474.0,3.103
473.5,3.104
473.0,3.095
472.5,3.092
472.0,3.088
471.5,3.092
471.0,3.095
470.5,3.094
470.0,3.100
469.5,3.095
469.0,3.097
468.5,3.089
468.0,3.078
467.5,3.078
467.0,3.071
466.5,3.077
466.0,3.084
465.5,3.078
465.0,3.074
464.5,3.088
464.0,3.097
463.5,3.067
463.0,3.039
462.5,3.052
462.0,3.042
461.5,3.032
461.0,3.019
460.5,3.013
460.0,3.010
459.5,2.994
459.0,2.995
458.5,2.993
458.0,2.988
457.5,2.984
457.0,2.977
456.5,2.973
456.0,2.963
455.5,2.964
455.0,2.968
454.5,2.968
454.0,2.968
453.5,2.961
453.0,2.950
452.5,2.943
452.0,2.945
451.5,2.961
451.0,2.974
450.5,2.984
450.0,2.989
449.5,2.993
449.0,2.995
448.5,2.994
448.0,3.000
447.5,3.006
447.0,3.015
446.5,3.021
446.0,3.024
445.5,3.027
445.0,3.026
444.5,3.029
444.0,3.037
443.5,3.041
443.0,3.050
442.5,3.053
442.0,3.050
441.5,3.054
441.0,3.051
440.5,3.049
440.0,3.048
439.5,3.057
439.0,3.056
438.5,3.048
438.0,3.043
437.5,3.036
437.0,3.031
436.5,3.025
436.0,3.019
435.5,3.019
435.0,3.012
434.5,3.010
434.0,3.000
433.5,2.990
433.0,2.990
432.5,2.988
432.0,2.985
431.5,2.971
431.0,2.972
430.5,2.970
430.0,2.965
429.5,2.951
429.0,2.943
428.5,2.942
428.0,2.934
427.5,2.926
427.0,2.925
426.5,2.916
426.0,2.916
425.5,2.908
425.0,2.912
424.5,2.907
424.0,2.902
423.5,2.890
423.0,2.884
422.5,2.880
422.0,2.872
421.5,2.870
421.0,2.866
420.5,2.861
420.0,2.849
419.5,2.843
419.0,2.841
418.5,2.843
418.0,2.838
417.5,2.834
417.0,2.830
416.5,2.922
416.0,3.138
415.5,3.415
415.0,3.469
414.5,3.438
414.0,3.442
413.5,3.430
413.0,3.477
412.5,3.427
412.0,3.445
411.5,3.422
411.0,3.443
410.5,3.453
410.0,3.438
409.5,3.487
409.0,3.499
408.5,3.484
408.0,3.441
407.5,3.423
407.0,3.462
406.5,3.476
406.0,3.513
405.5,3.489
405.0,3.470
404.5,3.417
404.0,3.383
403.5,3.438
403.0,3.476
402.5,3.549
402.0,3.562
401.5,3.551
401.0,3.556
400.5,3.518
400.0,3.501
399.5,3.405
399.0,3.435
398.5,3.447
398.0,3.457
397.5,3.506
397.0,3.480
396.5,3.509
396.0,3.467
395.5,3.444
395.0,3.435
394.5,3.388
394.0,3.458
393.5,3.517
393.0,3.490
392.5,3.569
392.0,3.549
391.5,3.558
391.0,3.518
390.5,3.529
390.0,3.519
389.5,3.452
389.0,3.527
388.5,3.500
388.0,3.525
387.5,3.454
387.0,3.421
386.5,3.558
386.0,3.506
385.5,3.444
385.0,3.303
384.5,3.310
384.0,3.389
383.5,3.444
383.0,3.511
382.5,3.457
382.0,3.428
381.5,3.482
381.0,3.475
380.5,3.464
380.0,3.484
379.5,3.522
379.0,3.607
378.5,3.524
378.0,3.580
377.5,3.498
377.0,3.511
376.5,3.431
376.0,3.476
375.5,3.543
375.0,3.470
374.5,3.585
374.0,3.493
373.5,3.440
373.0,3.454
372.5,3.483
372.0,3.526
371.5,3.449
371.0,3.451
370.5,3.463
370.0,3.410
369.5,3.516
369.0,3.472
368.5,3.395
368.0,3.367
367.5,3.448
367.0,3.417
366.5,3.297
366.0,3.469
365.5,3.479
365.0,3.549
364.5,3.625
364.0,3.646
363.5,3.781
363.0,3.815
362.5,3.761
362.0,3.719
361.5,3.646
361.0,3.714
360.5,3.658
360.0,3.650
359.5,3.701
359.0,3.754
358.5,3.909
358.0,3.781
357.5,3.753
357.0,3.693
356.5,3.749
356.0,3.866
355.5,3.820
355.0,3.746
354.5,3.685
354.0,3.583
353.5,3.692
353.0,3.695
352.5,3.695
352.0,3.610
351.5,3.634
351.0,3.770
350.5,3.706
350.0,3.700
349.5,3.516
349.0,3.573
348.5,3.656
348.0,3.723
347.5,3.826
347.0,3.730
346.5,3.838
346.0,3.738
345.5,3.749
345.0,3.713
344.5,3.661
344.0,3.803
343.5,3.831
343.0,3.896
342.5,3.865
342.0,3.737
341.5,3.781
341.0,3.661
340.5,3.810
340.0,3.899
339.5,3.828
339.0,3.801
338.5,3.841
338.0,3.783
337.5,3.718
337.0,3.783
336.5,3.719
336.0,3.750
335.5,3.862
335.0,3.820
334.5,3.878
334.0,3.773
333.5,3.802
333.0,3.843
332.5,3.783
332.0,3.829
331.5,3.694
331.0,3.680
330.5,3.662
330.0,3.709
329.5,3.733
329.0,3.797
328.5,3.865
328.0,3.832
327.5,3.878
327.0,3.848
326.5,3.807
326.0,3.792
325.5,3.865
325.0,3.977
324.5,3.856
324.0,3.780
323.5,3.740
323.0,3.701
322.5,3.834
322.0,3.876
321.5,3.884
321.0,3.794
320.5,3.762
320.0,3.675
319.5,3.729
319.0,3.856
318.5,3.921
318.0,3.868
317.5,3.914
317.0,3.854
316.5,3.859
316.0,3.803
