"PHT08S41.SPC"
WL/nm,Abs
900.0,0.026
899.5,0.026
899.0,0.026
898.5,0.026
898.0,0.026
897.5,0.026
897.0,0.026
896.5,0.026
896.0,0.026
895.5,0.026
895.0,0.026
894.5,0.026
894.0,0.026
893.5,0.026
893.0,0.026
892.5,0.026
892.0,0.026
891.5,0.026
891.0,0.026
890.5,0.025
890.0,0.025
889.5,0.025
889.0,0.025
888.5,0.025
888.0,0.024
887.5,0.025
887.0,0.025
886.5,0.025
886.0,0.026
885.5,0.026
885.0,0.026
884.5,0.027
884.0,0.027
883.5,0.028
883.0,0.028
882.5,0.029
882.0,0.029
881.5,0.029
881.0,0.029
880.5,0.030
880.0,0.030
879.5,0.030
879.0,0.030
878.5,0.030
878.0,0.030
877.5,0.031
877.0,0.031
876.5,0.031
876.0,0.031
875.5,0.031
875.0,0.031
874.5,0.030
874.0,0.030
873.5,0.030
873.0,0.030
872.5,0.030
872.0,0.029
871.5,0.029
871.0,0.028
870.5,0.028
870.0,0.028
869.5,0.027
869.0,0.027
868.5,0.027
868.0,0.027
867.5,0.026
867.0,0.026
866.5,0.026
866.0,0.026
865.5,0.026
865.0,0.025
864.5,0.025
864.0,0.025
863.5,0.025
863.0,0.025
862.5,0.025
862.0,0.025
861.5,0.024
861.0,0.024
860.5,0.024
860.0,0.024
859.5,0.024
859.0,0.024
858.5,0.024
858.0,0.024
857.5,0.024
857.0,0.024
856.5,0.024
856.0,0.024
855.5,0.024
855.0,0.024
854.5,0.024
854.0,0.024
853.5,0.024
853.0,0.024
852.5,0.024
852.0,0.024
851.5,0.024
851.0,0.024
850.5,0.024
850.0,0.024
849.5,0.024
849.0,0.024
848.5,0.024
848.0,0.024
847.5,0.024
847.0,0.024
846.5,0.024
846.0,0.024
845.5,0.024
845.0,0.024
844.5,0.024
844.0,0.024
843.5,0.024
843.0,0.024
842.5,0.024
842.0,0.024
841.5,0.024
841.0,0.024
840.5,0.024
840.0,0.024
839.5,0.024
839.0,0.024
838.5,0.024
838.0,0.024
837.5,0.024
837.0,0.024
836.5,0.024
836.0,0.024
835.5,0.024
835.0,0.024
834.5,0.024
834.0,0.024
833.5,0.024
833.0,0.024
832.5,0.024
832.0,0.024
831.5,0.024
831.0,0.024
830.5,0.023
830.0,0.023
829.5,0.023
829.0,0.023
828.5,0.023
828.0,0.023
827.5,0.023
827.0,0.023
826.5,0.022
826.0,0.022
825.5,0.022
825.0,0.022
824.5,0.022
824.0,0.022
823.5,0.022
823.0,0.022
822.5,0.022
822.0,0.022
821.5,0.022
821.0,0.022
820.5,0.022
820.0,0.022
819.5,0.022
819.0,0.022
818.5,0.022
818.0,0.022
817.5,0.022
817.0,0.022
816.5,0.022
816.0,0.022
815.5,0.022
815.0,0.023
814.5,0.023
814.0,0.023
813.5,0.023
813.0,0.023
812.5,0.023
812.0,0.023
811.5,0.023
811.0,0.023
810.5,0.023
810.0,0.024
809.5,0.024
809.0,0.024
808.5,0.024
808.0,0.024
807.5,0.024
807.0,0.024
806.5,0.024
806.0,0.025
805.5,0.025
805.0,0.025
804.5,0.025
804.0,0.025
803.5,0.025
803.0,0.025
802.5,0.026
802.0,0.026
801.5,0.026
801.0,0.026
800.5,0.026
800.0,0.026
799.5,0.027
799.0,0.027
798.5,0.027
798.0,0.027
797.5,0.027
797.0,0.027
796.5,0.027
796.0,0.028
795.5,0.028
795.0,0.028
794.5,0.028
794.0,0.029
793.5,0.029
793.0,0.029
792.5,0.029
792.0,0.029
791.5,0.029
791.0,0.030
790.5,0.030
790.0,0.030
789.5,0.030
789.0,0.030
788.5,0.030
788.0,0.031
787.5,0.031
787.0,0.031
786.5,0.031
786.0,0.031
785.5,0.032
785.0,0.032
784.5,0.032
784.0,0.032
783.5,0.033
783.0,0.033
782.5,0.033
782.0,0.033
781.5,0.033
781.0,0.034
780.5,0.034
780.0,0.034
779.5,0.034
779.0,0.034
778.5,0.034
778.0,0.034
777.5,0.035
777.0,0.035
776.5,0.035
776.0,0.036
775.5,0.036
775.0,0.036
774.5,0.036
774.0,0.036
773.5,0.037
773.0,0.037
772.5,0.037
772.0,0.038
771.5,0.038
771.0,0.038
770.5,0.038
770.0,0.038
769.5,0.038
769.0,0.039
768.5,0.039
768.0,0.040
767.5,0.040
767.0,0.040
766.5,0.040
766.0,0.041
765.5,0.041
765.0,0.041
764.5,0.041
764.0,0.042
