"PHT02S13.SPC"
WL/nm,Abs
900.0,0.875
899.5,0.876
899.0,0.876
898.5,0.877
898.0,0.878
897.5,0.878
897.0,0.879
896.5,0.880
896.0,0.881
895.5,0.882
895.0,0.882
894.5,0.883
894.0,0.884
893.5,0.885
893.0,0.886
892.5,0.886
892.0,0.887
891.5,0.887
891.0,0.888
890.5,0.889
890.0,0.889
889.5,0.890
889.0,0.890
888.5,0.891
888.0,0.892
887.5,0.893
887.0,0.895
886.5,0.896
886.0,0.897
885.5,0.898
885.0,0.900
884.5,0.901
884.0,0.902
883.5,0.903
883.0,0.904
882.5,0.905
882.0,0.906
881.5,0.907
881.0,0.908
880.5,0.909
880.0,0.910
879.5,0.911
879.0,0.913
878.5,0.914
878.0,0.915
877.5,0.915
877.0,0.916
876.5,0.917
876.0,0.918
875.5,0.919
875.0,0.919
874.5,0.920
874.0,0.921
873.5,0.921
873.0,0.922
872.5,0.923
872.0,0.923
871.5,0.924
871.0,0.924
870.5,0.925
870.0,0.925
869.5,0.926
869.0,0.926
868.5,0.927
868.0,0.928
867.5,0.928
867.0,0.929
866.5,0.930
866.0,0.930
865.5,0.931
865.0,0.932
864.5,0.932
864.0,0.933
863.5,0.934
863.0,0.934
862.5,0.935
862.0,0.936
861.5,0.937
861.0,0.938
860.5,0.938
860.0,0.939
859.5,0.940
859.0,0.941
858.5,0.942
858.0,0.943
857.5,0.943
857.0,0.944
856.5,0.945
856.0,0.946
855.5,0.947
855.0,0.948
854.5,0.948
854.0,0.949
853.5,0.950
853.0,0.951
852.5,0.952
852.0,0.953
851.5,0.954
851.0,0.955
850.5,0.956
850.0,0.957
849.5,0.957
849.0,0.958
848.5,0.959
848.0,0.960
847.5,0.961
847.0,0.961
846.5,0.962
846.0,0.964
845.5,0.965
845.0,0.966
844.5,0.967
844.0,0.968
843.5,0.969
843.0,0.970
842.5,0.970
842.0,0.971
841.5,0.972
841.0,0.973
840.5,0.974
840.0,0.975
839.5,0.976
839.0,0.977
838.5,0.978
838.0,0.979
837.5,0.980
837.0,0.981
836.5,0.982
836.0,0.983
835.5,0.984
835.0,0.984
834.5,0.986
834.0,0.987
833.5,0.987
833.0,0.988
832.5,0.989
832.0,0.990
831.5,0.991
831.0,0.992
830.5,0.992
830.0,0.993
829.5,0.994
829.0,0.995
828.5,0.996
828.0,0.997
827.5,0.997
827.0,0.998
826.5,0.999
826.0,1.000
825.5,1.001
825.0,1.002
824.5,1.003
824.0,1.004
823.5,1.005
823.0,1.006
822.5,1.007
822.0,1.008
821.5,1.009
821.0,1.010
820.5,1.011
820.0,1.012
819.5,1.013
819.0,1.014
818.5,1.015
818.0,1.016
817.5,1.018
817.0,1.019
816.5,1.020
816.0,1.021
815.5,1.022
815.0,1.023
814.5,1.024
814.0,1.026
813.5,1.027
813.0,1.028
812.5,1.029
812.0,1.030
811.5,1.032
811.0,1.033
810.5,1.034
810.0,1.035
809.5,1.036
809.0,1.038
808.5,1.039
808.0,1.040
807.5,1.041
807.0,1.043
806.5,1.044
806.0,1.045
805.5,1.046
805.0,1.048
804.5,1.049
804.0,1.050
803.5,1.051
803.0,1.052
802.5,1.054
802.0,1.055
801.5,1.056
801.0,1.058
800.5,1.059
800.0,1.060
799.5,1.061
799.0,1.063
798.5,1.064
798.0,1.065
797.5,1.067
797.0,1.068
796.5,1.069
796.0,1.071
795.5,1.072
795.0,1.073
794.5,1.074
794.0,1.076
793.5,1.077
793.0,1.078
792.5,1.080
792.0,1.081
791.5,1.083
791.0,1.084
790.5,1.085
790.0,1.087
