"PHT07S22.SPC"
WL/nm,Abs
900.0,0.133
899.5,0.133
899.0,0.133
898.5,0.132
898.0,0.132
897.5,0.133
897.0,0.133
896.5,0.133
896.0,0.133
895.5,0.133
895.0,0.133
894.5,0.133
894.0,0.133
893.5,0.133
893.0,0.132
892.5,0.132
892.0,0.132
891.5,0.132
891.0,0.132
890.5,0.131
890.0,0.131
889.5,0.131
889.0,0.131
888.5,0.131
888.0,0.131
887.5,0.131
887.0,0.132
886.5,0.132
886.0,0.133
885.5,0.133
885.0,0.134
884.5,0.134
884.0,0.134
883.5,0.135
883.0,0.135
882.5,0.135
882.0,0.135
881.5,0.136
881.0,0.136
880.5,0.136
880.0,0.136
879.5,0.137
879.0,0.137
878.5,0.137
878.0,0.137
877.5,0.137
877.0,0.137
876.5,0.137
876.0,0.137
875.5,0.137
875.0,0.137
874.5,0.137
874.0,0.137
873.5,0.137
873.0,0.136
872.5,0.136
872.0,0.136
871.5,0.135
871.0,0.135
870.5,0.135
870.0,0.134
869.5,0.134
869.0,0.134
868.5,0.133
868.0,0.133
867.5,0.133
867.0,0.133
866.5,0.132
866.0,0.132
865.5,0.132
865.0,0.132
864.5,0.132
864.0,0.131
863.5,0.131
863.0,0.131
862.5,0.131
862.0,0.131
861.5,0.131
861.0,0.131
860.5,0.131
860.0,0.131
859.5,0.131
859.0,0.131
858.5,0.131
858.0,0.131
857.5,0.131
857.0,0.131
856.5,0.130
856.0,0.130
855.5,0.130
855.0,0.130
854.5,0.130
854.0,0.130
853.5,0.130
853.0,0.130
852.5,0.130
852.0,0.130
851.5,0.130
851.0,0.130
850.5,0.130
850.0,0.130
849.5,0.130
849.0,0.131
848.5,0.131
848.0,0.130
847.5,0.130
847.0,0.130
846.5,0.130
846.0,0.130
845.5,0.131
845.0,0.131
844.5,0.131
844.0,0.131
843.5,0.131
843.0,0.131
842.5,0.131
842.0,0.131
841.5,0.131
841.0,0.131
840.5,0.131
840.0,0.131
839.5,0.131
839.0,0.131
838.5,0.131
838.0,0.131
837.5,0.131
837.0,0.131
836.5,0.131
836.0,0.131
835.5,0.131
835.0,0.131
834.5,0.131
834.0,0.131
833.5,0.131
833.0,0.131
832.5,0.130
832.0,0.130
831.5,0.130
831.0,0.130
830.5,0.130
830.0,0.130
829.5,0.130
829.0,0.130
828.5,0.129
828.0,0.129
827.5,0.129
827.0,0.129
826.5,0.129
826.0,0.129
825.5,0.128
825.0,0.128
824.5,0.128
824.0,0.128
823.5,0.128
823.0,0.128
822.5,0.128
822.0,0.128
821.5,0.128
821.0,0.128
820.5,0.128
820.0,0.128
819.5,0.128
819.0,0.128
818.5,0.128
818.0,0.128
817.5,0.128
817.0,0.129
816.5,0.129
816.0,0.129
815.5,0.129
815.0,0.129
814.5,0.129
814.0,0.129
813.5,0.129
813.0,0.129
812.5,0.129
812.0,0.129
811.5,0.130
811.0,0.130
810.5,0.130
810.0,0.130
809.5,0.130
809.0,0.130
808.5,0.130
808.0,0.130
807.5,0.131
807.0,0.131
806.5,0.131
806.0,0.131
805.5,0.131
805.0,0.131
804.5,0.131
804.0,0.131
803.5,0.131
803.0,0.132
802.5,0.132
802.0,0.132
801.5,0.132
801.0,0.132
800.5,0.132
800.0,0.133
799.5,0.133
799.0,0.133
798.5,0.133
798.0,0.133
797.5,0.133
797.0,0.133
796.5,0.134
796.0,0.134
795.5,0.134
795.0,0.134
794.5,0.134
794.0,0.135
793.5,0.135
793.0,0.135
792.5,0.135
792.0,0.135
791.5,0.135
791.0,0.136
790.5,0.136
790.0,0.136
789.5,0.136
789.0,0.136
788.5,0.137
788.0,0.137
787.5,0.137
787.0,0.137
786.5,0.137
786.0,0.138
785.5,0.138
785.0,0.138
784.5,0.138
784.0,0.138
783.5,0.139
783.0,0.139
782.5,0.139
782.0,0.139
781.5,0.139
781.0,0.140
780.5,0.140
780.0,0.140
779.5,0.140
779.0,0.140
778.5,0.140
778.0,0.141
777.5,0.141
777.0,0.141
776.5,0.141
776.0,0.141
775.5,0.142
775.0,0.142
774.5,0.142
774.0,0.142
773.5,0.142
773.0,0.143
772.5,0.143
772.0,0.143
771.5,0.143
771.0,0.143
770.5,0.144
770.0,0.144
769.5,0.144
769.0,0.144
768.5,0.145
768.0,0.145
767.5,0.145
767.0,0.145
766.5,0.145
766.0,0.146
765.5,0.146
765.0,0.146
764.5,0.146
764.0,0.147
763.5,0.147
763.0,0.147
762.5,0.147
762.0,0.147
761.5,0.148
761.0,0.148
760.5,0.147
760.0,0.148
759.5,0.149
759.0,0.149
758.5,0.149
758.0,0.150
757.5,0.150
757.0,0.150
756.5,0.150
756.0,0.151
755.5,0.151
755.0,0.151
754.5,0.152
754.0,0.152
753.5,0.152
753.0,0.152
752.5,0.153
752.0,0.153
751.5,0.153
751.0,0.154
750.5,0.154
750.0,0.154
749.5,0.154
749.0,0.155
748.5,0.155
748.0,0.156
747.5,0.156
747.0,0.156
746.5,0.157
746.0,0.157
745.5,0.157
745.0,0.158
744.5,0.158
744.0,0.159
743.5,0.159
743.0,0.159
742.5,0.160
742.0,0.160
741.5,0.161
741.0,0.161
740.5,0.162
740.0,0.162
739.5,0.163
739.0,0.163
738.5,0.164
738.0,0.164
737.5,0.164
737.0,0.165
736.5,0.165
736.0,0.166
735.5,0.166
735.0,0.167
734.5,0.167
734.0,0.168
733.5,0.168
733.0,0.169
732.5,0.169
732.0,0.170
731.5,0.170
731.0,0.171
730.5,0.172
730.0,0.172
729.5,0.173
729.0,0.174
728.5,0.175
728.0,0.175
727.5,0.176
727.0,0.177
726.5,0.178
726.0,0.179
725.5,0.179
725.0,0.181
724.5,0.182
724.0,0.183
723.5,0.184
723.0,0.185
722.5,0.186
722.0,0.188
721.5,0.189
721.0,0.190
720.5,0.192
720.0,0.193
719.5,0.195
719.0,0.196
718.5,0.198
718.0,0.200
717.5,0.202
717.0,0.203
716.5,0.205
716.0,0.207
715.5,0.209
715.0,0.212
714.5,0.214
714.0,0.216
713.5,0.218
713.0,0.221
712.5,0.223
712.0,0.226
711.5,0.228
711.0,0.231
710.5,0.234
710.0,0.237
709.5,0.240
709.0,0.243
708.5,0.247
708.0,0.250
707.5,0.254
707.0,0.258
706.5,0.262
706.0,0.266
705.5,0.270
705.0,0.274
704.5,0.279
704.0,0.283
703.5,0.288
703.0,0.293
702.5,0.298
702.0,0.303
701.5,0.308
701.0,0.314
700.5,0.320
700.0,0.326
699.5,0.332
699.0,0.339
698.5,0.346
698.0,0.352
697.5,0.360
697.0,0.367
696.5,0.375
696.0,0.382
695.5,0.391
695.0,0.399
694.5,0.408
694.0,0.416
693.5,0.426
693.0,0.435
692.5,0.445
692.0,0.455
691.5,0.466
691.0,0.477
690.5,0.488
690.0,0.500
689.5,0.513
689.0,0.525
688.5,0.538
688.0,0.551
687.5,0.565
687.0,0.579
686.5,0.594
686.0,0.610
685.5,0.626
685.0,0.643
684.5,0.659
684.0,0.676
683.5,0.694
683.0,0.712
682.5,0.731
682.0,0.750
681.5,0.770
681.0,0.790
680.5,0.812
680.0,0.834
679.5,0.856
679.0,0.879
678.5,0.903
678.0,0.928
677.5,0.952
677.0,0.978
676.5,1.004
676.0,1.029
675.5,1.056
675.0,1.083
674.5,1.111
674.0,1.140
673.5,1.169
673.0,1.200
672.5,1.231
672.0,1.264
671.5,1.298
671.0,1.333
670.5,1.368
670.0,1.404
669.5,1.440
669.0,1.477
668.5,1.515
668.0,1.553
667.5,1.591
667.0,1.630
666.5,1.669
666.0,1.708
665.5,1.747
665.0,1.786
664.5,1.826
664.0,1.865
663.5,1.902
663.0,1.938
662.5,1.974
662.0,2.011
661.5,2.047
661.0,2.083
660.5,2.116
660.0,2.149
659.5,2.181
659.0,2.211
658.5,2.240
658.0,2.267
657.5,2.292
657.0,2.314
656.5,2.334
656.0,2.353
655.5,2.369
655.0,2.384
654.5,2.398
654.0,2.410
653.5,2.421
653.0,2.431
652.5,2.439
652.0,2.446
651.5,2.452
651.0,2.458
650.5,2.448
650.0,2.427
649.5,2.408
649.0,2.410
648.5,2.411
648.0,2.412
647.5,2.412
647.0,2.412
646.5,2.410
646.0,2.408
645.5,2.406
645.0,2.402
644.5,2.398
644.0,2.393
643.5,2.388
643.0,2.382
642.5,2.376
642.0,2.370
641.5,2.364
641.0,2.357
640.5,2.352
640.0,2.346
639.5,2.340
639.0,2.336
638.5,2.331
638.0,2.328
637.5,2.326
637.0,2.324
636.5,2.323
636.0,2.323
635.5,2.323
635.0,2.325
634.5,2.326
634.0,2.328
633.5,2.330
633.0,2.333
632.5,2.335
632.0,2.337
631.5,2.339
631.0,2.341
630.5,2.343
630.0,2.345
629.5,2.345
629.0,2.346
628.5,2.346
628.0,2.346
627.5,2.347
627.0,2.346
626.5,2.346
626.0,2.345
625.5,2.345
625.0,2.344
624.5,2.344
624.0,2.343
623.5,2.342
623.0,2.342
622.5,2.341
622.0,2.340
621.5,2.340
621.0,2.339
620.5,2.338
620.0,2.338
619.5,2.337
619.0,2.336
618.5,2.335
618.0,2.335
617.5,2.334
617.0,2.332
616.5,2.332
616.0,2.331
615.5,2.330
615.0,2.329
614.5,2.328
614.0,2.327
613.5,2.326
613.0,2.325
612.5,2.324
612.0,2.323
611.5,2.322
611.0,2.321
610.5,2.319
610.0,2.319
609.5,2.317
609.0,2.316
608.5,2.316
608.0,2.315
607.5,2.313
607.0,2.312
606.5,2.311
606.0,2.310
605.5,2.308
605.0,2.307
604.5,2.306
604.0,2.306
603.5,2.304
603.0,2.303
602.5,2.302
602.0,2.300
601.5,2.299
601.0,2.298
600.5,2.297
600.0,2.296
599.5,2.295
599.0,2.294
598.5,2.292
598.0,2.291
597.5,2.290
597.0,2.288
596.5,2.287
596.0,2.286
595.5,2.285
595.0,2.284
594.5,2.282
594.0,2.281
593.5,2.279
593.0,2.278
592.5,2.277
592.0,2.276
591.5,2.274
591.0,2.273
590.5,2.272
590.0,2.270
589.5,2.269
589.0,2.268
588.5,2.266
588.0,2.265
587.5,2.264
587.0,2.262
586.5,2.261
586.0,2.259
585.5,2.258
585.0,2.257
584.5,2.255
584.0,2.254
583.5,2.252
583.0,2.251
582.5,2.250
582.0,2.248
581.5,2.246
581.0,2.245
580.5,2.244
580.0,2.243
579.5,2.241
579.0,2.239
578.5,2.238
578.0,2.236
577.5,2.235
577.0,2.233
576.5,2.232
576.0,2.230
575.5,2.228
575.0,2.227
574.5,2.225
574.0,2.223
573.5,2.222
573.0,2.220
572.5,2.218
572.0,2.217
571.5,2.215
571.0,2.213
570.5,2.212
570.0,2.210
569.5,2.208
569.0,2.206
568.5,2.204
568.0,2.202
567.5,2.200
567.0,2.198
566.5,2.197
566.0,2.195
565.5,2.193
565.0,2.191
564.5,2.190
564.0,2.188
563.5,2.186
563.0,2.184
562.5,2.181
562.0,2.179
561.5,2.177
561.0,2.175
560.5,2.172
560.0,2.170
559.5,2.168
559.0,2.166
558.5,2.164
558.0,2.162
557.5,2.159
557.0,2.157
556.5,2.154
556.0,2.152
555.5,2.149
555.0,2.146
554.5,2.144
554.0,2.141
553.5,2.138
553.0,2.136
552.5,2.133
552.0,2.130
551.5,2.127
551.0,2.124
550.5,2.121
550.0,2.118
549.5,2.115
549.0,2.111
548.5,2.108
548.0,2.105
547.5,2.101
547.0,2.098
546.5,2.095
546.0,2.091
545.5,2.088
545.0,2.084
544.5,2.080
544.0,2.076
543.5,2.072
543.0,2.068
542.5,2.064
542.0,2.060
541.5,2.056
541.0,2.052
540.5,2.048
540.0,2.043
539.5,2.039
539.0,2.034
538.5,2.029
538.0,2.024
537.5,2.019
537.0,2.014
536.5,2.123
536.0,2.403
535.5,2.684
535.0,2.708
534.5,2.704
534.0,2.696
533.5,2.691
533.0,2.687
532.5,2.682
532.0,2.680
531.5,2.673
531.0,2.670
530.5,2.667
530.0,2.664
529.5,2.669
529.0,2.692
528.5,2.717
528.0,2.720
527.5,2.718
527.0,2.717
526.5,2.716
526.0,2.715
525.5,2.713
525.0,2.712
524.5,2.713
524.0,2.713
523.5,2.713
523.0,2.713
522.5,2.714
522.0,2.716
521.5,2.718
521.0,2.720
520.5,2.720
520.0,2.724
519.5,2.726
519.0,2.729
518.5,2.730
518.0,2.731
517.5,2.737
517.0,2.742
516.5,2.747
516.0,2.749
515.5,2.751
515.0,2.757
514.5,2.762
514.0,2.767
513.5,2.771
513.0,2.777
512.5,2.784
512.0,2.788
511.5,2.794
511.0,2.801
510.5,2.808
510.0,2.814
509.5,2.819
509.0,2.826
508.5,2.831
508.0,2.837
507.5,2.841
507.0,2.849
506.5,2.857
506.0,2.864
505.5,2.872
505.0,2.878
504.5,2.884
504.0,2.891
503.5,2.897
503.0,2.907
502.5,2.914
502.0,2.921
501.5,2.929
501.0,2.935
500.5,2.941
500.0,2.941
499.5,2.949
499.0,2.957
498.5,2.963
498.0,2.968
497.5,2.972
497.0,2.977
496.5,2.983
496.0,2.990
495.5,2.996
495.0,2.999
494.5,3.005
494.0,3.009
493.5,3.013
493.0,3.016
492.5,3.022
492.0,3.029
491.5,3.030
491.0,3.034
490.5,3.039
490.0,3.045
489.5,3.052
489.0,3.054
488.5,3.056
488.0,3.061
487.5,3.068
487.0,3.070
486.5,3.066
486.0,3.072
485.5,3.075
485.0,3.078
484.5,3.079
484.0,3.080
483.5,3.083
483.0,3.084
482.5,3.088
482.0,3.090
481.5,3.091
481.0,3.093
480.5,3.088
480.0,3.086
479.5,3.086
479.0,3.086
478.5,3.092
478.0,3.089
477.5,3.086
477.0,3.090
476.5,3.089
476.0,3.092
475.5,3.091
475.0,3.095
474.5,3.090
474.0,3.079
473.5,3.081
473.0,3.084
472.5,3.086
472.0,3.080
471.5,3.080
471.0,3.085
470.5,3.081
470.0,3.086
469.5,3.083
469.0,3.083
468.5,3.079
468.0,3.073
467.5,3.072
467.0,3.069
466.5,3.069
466.0,3.066
465.5,3.061
465.0,3.062
464.5,3.060
464.0,3.056
463.5,3.047
463.0,3.040
462.5,3.037
462.0,3.028
461.5,3.023
461.0,3.020
460.5,3.016
460.0,3.013
459.5,2.999
459.0,2.993
458.5,2.986
458.0,2.983
457.5,2.983
457.0,2.974
456.5,2.968
456.0,2.964
455.5,2.967
455.0,2.969
454.5,2.964
454.0,2.963
453.5,2.963
453.0,2.966
452.5,2.966
452.0,2.969
451.5,2.974
451.0,2.975
450.5,2.986
450.0,2.991
449.5,2.997
449.0,3.000
448.5,2.998
448.0,3.003
447.5,3.009
447.0,3.015
446.5,3.021
446.0,3.022
445.5,3.029
445.0,3.029
444.5,3.036
444.0,3.040
443.5,3.040
