"PHT09S21.SPC"
WL/nm,Abs
900.0,0.112
899.5,0.112
899.0,0.112
898.5,0.112
898.0,0.112
897.5,0.112
897.0,0.112
896.5,0.112
896.0,0.112
895.5,0.112
895.0,0.112
894.5,0.112
894.0,0.112
893.5,0.112
893.0,0.111
892.5,0.111
892.0,0.111
891.5,0.111
891.0,0.110
890.5,0.110
890.0,0.110
889.5,0.110
889.0,0.109
888.5,0.109
888.0,0.109
887.5,0.110
887.0,0.110
886.5,0.111
886.0,0.111
885.5,0.111
885.0,0.112
884.5,0.112
884.0,0.112
883.5,0.113
883.0,0.113
882.5,0.113
882.0,0.113
881.5,0.113
881.0,0.114
880.5,0.114
880.0,0.114
879.5,0.114
879.0,0.114
878.5,0.115
878.0,0.115
877.5,0.115
877.0,0.115
876.5,0.115
876.0,0.115
875.5,0.115
875.0,0.114
874.5,0.114
874.0,0.114
873.5,0.114
873.0,0.113
872.5,0.113
872.0,0.113
871.5,0.112
871.0,0.112
870.5,0.112
870.0,0.111
869.5,0.111
869.0,0.111
868.5,0.110
868.0,0.110
867.5,0.110
867.0,0.109
866.5,0.109
866.0,0.109
865.5,0.109
865.0,0.108
864.5,0.108
864.0,0.108
863.5,0.108
863.0,0.108
862.5,0.108
862.0,0.108
861.5,0.108
861.0,0.108
860.5,0.107
860.0,0.107
859.5,0.107
859.0,0.107
858.5,0.107
858.0,0.107
857.5,0.107
857.0,0.107
856.5,0.107
856.0,0.106
855.5,0.106
855.0,0.106
854.5,0.106
854.0,0.106
853.5,0.106
853.0,0.106
852.5,0.106
852.0,0.106
851.5,0.106
851.0,0.106
850.5,0.106
850.0,0.106
849.5,0.106
849.0,0.106
848.5,0.106
848.0,0.106
847.5,0.106
847.0,0.106
846.5,0.106
846.0,0.106
845.5,0.106
845.0,0.106
844.5,0.106
844.0,0.106
843.5,0.106
843.0,0.106
842.5,0.106
842.0,0.106
841.5,0.106
841.0,0.106
840.5,0.106
840.0,0.106
839.5,0.106
839.0,0.106
838.5,0.106
838.0,0.106
837.5,0.106
837.0,0.106
836.5,0.105
836.0,0.105
835.5,0.105
835.0,0.105
834.5,0.105
834.0,0.105
833.5,0.105
833.0,0.105
832.5,0.105
832.0,0.105
831.5,0.105
831.0,0.104
830.5,0.104
830.0,0.104
829.5,0.104
829.0,0.104
828.5,0.103
828.0,0.103
827.5,0.103
827.0,0.103
826.5,0.103
826.0,0.102
825.5,0.102
825.0,0.102
824.5,0.102
824.0,0.102
823.5,0.102
823.0,0.102
822.5,0.102
822.0,0.102
821.5,0.101
821.0,0.101
820.5,0.101
820.0,0.101
819.5,0.101
