"PHT07S53.SPC"
WL/nm,Abs
900.0,0.122
899.5,0.122
899.0,0.122
898.5,0.122
898.0,0.122
897.5,0.122
897.0,0.122
896.5,0.122
896.0,0.122
895.5,0.122
895.0,0.122
894.5,0.122
894.0,0.122
893.5,0.122
893.0,0.122
892.5,0.121
892.0,0.121
891.5,0.121
891.0,0.120
890.5,0.120
890.0,0.120
889.5,0.120
889.0,0.120
888.5,0.120
888.0,0.120
887.5,0.120
887.0,0.120
886.5,0.121
886.0,0.122
885.5,0.122
885.0,0.122
884.5,0.123
884.0,0.123
883.5,0.123
883.0,0.123
882.5,0.124
882.0,0.124
881.5,0.124
881.0,0.124
880.5,0.125
880.0,0.125
879.5,0.125
879.0,0.125
878.5,0.125
878.0,0.125
877.5,0.125
877.0,0.125
876.5,0.125
876.0,0.125
875.5,0.125
875.0,0.125
874.5,0.125
874.0,0.125
873.5,0.125
873.0,0.124
872.5,0.124
872.0,0.124
871.5,0.123
871.0,0.123
870.5,0.123
870.0,0.122
869.5,0.122
869.0,0.122
868.5,0.121
868.0,0.121
867.5,0.121
867.0,0.120
866.5,0.120
866.0,0.120
865.5,0.120
865.0,0.119
864.5,0.119
864.0,0.119
863.5,0.119
863.0,0.119
862.5,0.119
862.0,0.119
861.5,0.119
861.0,0.119
860.5,0.118
860.0,0.118
859.5,0.118
859.0,0.118
858.5,0.118
858.0,0.118
857.5,0.118
857.0,0.118
856.5,0.118
856.0,0.118
855.5,0.118
855.0,0.118
854.5,0.118
854.0,0.118
853.5,0.118
853.0,0.118
852.5,0.118
852.0,0.118
851.5,0.118
851.0,0.117
850.5,0.117
850.0,0.117
849.5,0.117
849.0,0.117
848.5,0.117
848.0,0.117
847.5,0.117
847.0,0.117
846.5,0.117
846.0,0.117
845.5,0.117
845.0,0.117
844.5,0.117
844.0,0.117
843.5,0.117
843.0,0.117
842.5,0.117
842.0,0.117
841.5,0.117
841.0,0.117
840.5,0.117
840.0,0.117
839.5,0.117
839.0,0.117
838.5,0.117
838.0,0.117
837.5,0.117
837.0,0.117
836.5,0.117
836.0,0.117
835.5,0.117
835.0,0.117
834.5,0.117
834.0,0.117
833.5,0.117
833.0,0.117
832.5,0.117
832.0,0.116
831.5,0.116
831.0,0.116
830.5,0.116
830.0,0.116
829.5,0.116
829.0,0.116
828.5,0.115
828.0,0.115
827.5,0.115
827.0,0.115
826.5,0.115
826.0,0.114
825.5,0.114
825.0,0.114
824.5,0.114
824.0,0.114
823.5,0.114
823.0,0.114
822.5,0.114
822.0,0.114
821.5,0.114
821.0,0.113
820.5,0.114
820.0,0.113
819.5,0.113
819.0,0.113
818.5,0.114
818.0,0.114
817.5,0.114
817.0,0.114
816.5,0.114
816.0,0.114
815.5,0.114
815.0,0.114
814.5,0.114
814.0,0.114
813.5,0.114
813.0,0.114
812.5,0.114
812.0,0.114
811.5,0.114
811.0,0.114
810.5,0.114
810.0,0.114
809.5,0.114
809.0,0.115
808.5,0.115
808.0,0.115
807.5,0.115
807.0,0.115
806.5,0.115
806.0,0.115
805.5,0.115
805.0,0.115
804.5,0.115
804.0,0.115
803.5,0.116
803.0,0.116
802.5,0.116
802.0,0.116
801.5,0.116
801.0,0.116
800.5,0.116
800.0,0.116
799.5,0.116
799.0,0.116
798.5,0.117
798.0,0.117
797.5,0.117
797.0,0.117
796.5,0.117
796.0,0.117
795.5,0.117
795.0,0.117
794.5,0.117
794.0,0.118
793.5,0.118
793.0,0.118
792.5,0.118
792.0,0.118
791.5,0.118
791.0,0.119
790.5,0.119
790.0,0.119
789.5,0.119
789.0,0.119
788.5,0.119
788.0,0.119
787.5,0.119
787.0,0.120
786.5,0.120
786.0,0.120
785.5,0.120
785.0,0.120
784.5,0.120
784.0,0.120
783.5,0.121
783.0,0.121
782.5,0.121
782.0,0.121
781.5,0.121
781.0,0.121
780.5,0.121
780.0,0.121
779.5,0.122
779.0,0.122
778.5,0.122
778.0,0.122
777.5,0.122
777.0,0.122
776.5,0.123
776.0,0.123
775.5,0.123
775.0,0.123
774.5,0.123
774.0,0.123
773.5,0.123
773.0,0.123
772.5,0.123
772.0,0.124
771.5,0.124
771.0,0.124
770.5,0.124
770.0,0.124
769.5,0.124
769.0,0.124
768.5,0.124
768.0,0.125
767.5,0.125
767.0,0.125
766.5,0.125
766.0,0.125
765.5,0.125
765.0,0.125
764.5,0.126
