"PHT06S33.SPC"
WL/nm,Abs
900.0,0.105
899.5,0.105
899.0,0.105
898.5,0.105
898.0,0.105
897.5,0.105
897.0,0.105
896.5,0.105
896.0,0.105
895.5,0.105
895.0,0.105
894.5,0.105
894.0,0.105
893.5,0.105
893.0,0.105
892.5,0.104
892.0,0.104
891.5,0.104
891.0,0.104
890.5,0.103
890.0,0.103
889.5,0.103
889.0,0.102
888.5,0.103
888.0,0.103
887.5,0.103
887.0,0.104
886.5,0.104
886.0,0.104
885.5,0.105
885.0,0.105
884.5,0.106
884.0,0.106
883.5,0.106
883.0,0.106
882.5,0.107
882.0,0.107
881.5,0.107
881.0,0.107
880.5,0.107
880.0,0.108
879.5,0.108
879.0,0.108
878.5,0.108
878.0,0.108
877.5,0.108
877.0,0.108
876.5,0.108
876.0,0.108
875.5,0.108
875.0,0.108
874.5,0.108
874.0,0.107
873.5,0.107
873.0,0.107
872.5,0.106
872.0,0.106
871.5,0.106
871.0,0.105
870.5,0.105
870.0,0.104
869.5,0.104
869.0,0.104
868.5,0.103
868.0,0.103
867.5,0.103
867.0,0.103
866.5,0.102
866.0,0.102
865.5,0.102
865.0,0.102
864.5,0.101
864.0,0.101
863.5,0.101
863.0,0.101
862.5,0.100
862.0,0.100
861.5,0.100
861.0,0.100
860.5,0.100
860.0,0.100
859.5,0.100
859.0,0.100
858.5,0.100
858.0,0.100
857.5,0.100
857.0,0.100
856.5,0.099
856.0,0.099
855.5,0.099
855.0,0.099
854.5,0.099
854.0,0.099
853.5,0.099
853.0,0.099
852.5,0.099
852.0,0.099
851.5,0.099
851.0,0.099
850.5,0.099
850.0,0.099
849.5,0.099
849.0,0.099
848.5,0.099
848.0,0.098
847.5,0.098
847.0,0.098
846.5,0.099
846.0,0.099
845.5,0.099
845.0,0.098
844.5,0.098
844.0,0.098
843.5,0.098
843.0,0.098
842.5,0.098
842.0,0.098
841.5,0.098
841.0,0.098
840.5,0.098
840.0,0.098
839.5,0.098
839.0,0.098
838.5,0.098
838.0,0.098
837.5,0.098
837.0,0.098
836.5,0.098
836.0,0.098
835.5,0.097
835.0,0.097
834.5,0.098
834.0,0.097
833.5,0.097
833.0,0.097
832.5,0.097
832.0,0.097
831.5,0.097
831.0,0.097
830.5,0.096
830.0,0.096
829.5,0.096
829.0,0.096
828.5,0.095
828.0,0.095
827.5,0.095
827.0,0.095
826.5,0.095
826.0,0.094
825.5,0.094
825.0,0.094
824.5,0.094
824.0,0.094
823.5,0.094
823.0,0.094
822.5,0.094
822.0,0.094
821.5,0.094
821.0,0.093
820.5,0.093
820.0,0.093
819.5,0.093
819.0,0.093
818.5,0.093
818.0,0.093
817.5,0.093
817.0,0.093
816.5,0.093
816.0,0.093
815.5,0.093
815.0,0.093
814.5,0.093
814.0,0.093
813.5,0.093
813.0,0.094
812.5,0.094
812.0,0.094
811.5,0.094
811.0,0.094
810.5,0.094
810.0,0.094
809.5,0.094
809.0,0.094
808.5,0.094
808.0,0.094
807.5,0.094
807.0,0.094
806.5,0.094
806.0,0.094
805.5,0.094
805.0,0.094
804.5,0.094
804.0,0.094
803.5,0.094
803.0,0.094
802.5,0.095
802.0,0.095
801.5,0.095
801.0,0.095
800.5,0.095
800.0,0.095
799.5,0.095
799.0,0.095
798.5,0.095
798.0,0.095
797.5,0.095
797.0,0.096
796.5,0.096
796.0,0.096
795.5,0.096
795.0,0.096
794.5,0.096
794.0,0.096
793.5,0.096
793.0,0.096
792.5,0.096
792.0,0.097
791.5,0.097
791.0,0.097
790.5,0.097
790.0,0.097
789.5,0.097
789.0,0.097
788.5,0.097
788.0,0.097
787.5,0.097
787.0,0.098
786.5,0.098
786.0,0.098
785.5,0.098
785.0,0.098
